Gene_ID,Gene_Annotation ,Expression_values,Gene_length,Unique_gene_reads,Total_gene_reads,RPKM
g7950.t1,dihydroxyhept-2-ene- -dioic acid aldolase,0,807,0,0,0.0000
g7951.t1,demethylmenaquinone methyltransferase family protein,0,1365,0,1,0.0366
g7952.t1,fungal specific transcription factor,32,2790,32,42,0.7521
g7953.t1,Not Available,3,954,3,7,0.3666
g7954.t1,alpha beta hydrolase protein,22,810,22,27,1.6654
g7955.t1,vitamin h,18,3141,18,18,0.2863
g7956.t1,Not Available,0,708,0,0,0.0000
g7957.t1,pqq enzyme repeat protein,45,3567,45,68,0.9524
g7958.t1,Not Available,0,366,0,1,0.1365
g7959.t1,short-chain dehydrogenase reductase,424,1299,424,955,36.7300
g796.t1,allantoate permease,5,1512,5,5,0.1652
g7960.t1,feruloyl esterase b,7,1614,7,8,0.2476
g7961.t1,glutathione s-transferase,835,756,835,1099,72.6278
g7962.t1,Not Available,202,1020,202,261,12.7840
g7963.t1,c2h2 type zinc finger domain protein,304,1650,304,304,9.2049
g7964.t1,Not Available,80,360,80,94,13.0453
g7965.t1,branchpoint-bridging protein,1557,1791,1557,3319,92.5846
g7966.t1,Not Available,138,1566,138,337,10.7514
g7967.t1,ino80-like protein,1043,5475,1043,3179,29.0091
g7968.t1,Not Available,3,1179,3,22,0.9323
g7969.t1,Not Available,0,2097,0,2,0.0476
g797.t1,Not Available,0,360,0,0,0.0000
g7970.t1,Not Available,0,342,0,1,0.1461
g7971.t1,Not Available,142,1449,142,379,13.0677
g7972.t1,atp-binding cassette sub-family f member 2,1634,1854,1634,3714,100.0828
g7973.t1,Not Available,69,1332,69,181,6.7889
g7974.t1,ap-2 complex subunit mu-1,322,1482,322,882,29.7336
g7975.t1,Not Available,16,906,16,20,1.1029
g7976.t1,Not Available,7,477,7,13,1.3616
g7977.t1,Not Available,9,867,9,11,0.6339
g7978.t1,hypothetical protein FOXB_10373 [Fusarium oxysporum Fo5176],3,585,3,4,0.3416
g7979.t1,hypothetical protein NECHADRAFT_50679 [Nectria haematococca mpVI 77-13-4],1540,2916,1540,1737,29.7605
g798.t1,sh3 domain-containing protein,358,6147,358,809,6.5753
g7980.t1,Not Available,15,876,15,15,0.8555
g7981.t1,Not Available,99,534,99,150,14.0339
g7982.t1,translocation protein sec72,229,615,229,270,21.9339
g7983.t1,hypothetical protein TRIVIDRAFT_231328 [Trichoderma virens Gv29-8],461,2961,461,556,9.3813
g7984.t1,Not Available,3,1131,3,5,0.2209
g7985.t1,Not Available,12,513,12,12,1.1687
g7986.t1,taurine catabolism dioxygenase,30,1119,30,53,2.3663
g7987.t1,Not Available,2,951,2,7,0.3677
g7988.t1,hpp family protein,343,990,343,644,32.4996
g7989.t1,Not Available,9,804,9,20,1.2428
g799.t1,Not Available,0,2835,0,3,0.0529
g7990.t1,Not Available,16,456,16,16,1.7530
g7991.t1,nad-dependent epimerase dehydratase,855,771,855,2066,133.8761
g7992.t1,Not Available,0,1125,0,1,0.0444
g7993.t1,Not Available,3,1104,3,4,0.1810
g7994.t1,Not Available,2,1791,2,5,0.1395
g7995.t1,arabinogalactan endo- -beta-galactosidase,0,1041,0,1,0.0480
g7996.t1,Not Available,270,3426,270,747,10.8933
g7997.t1,5 -nucleotidase precursor,885,1746,885,3971,113.6274
g7998.t1,Not Available,116,1140,116,148,6.4861
g7999.t1,glucooligosaccharide oxidase,28,1599,28,34,1.0623
g8.t1,family protein,2,759,2,2,0.1316
g80.t1,major facilitator superfamily transporter,88,1488,88,110,3.6933
g800.t1,protein kinase-like domain,42,3750,42,54,0.7194
g8000.t1,hypothetical protein GLRG_01069 [Glomerella graminicola M1.001],1,369,1,1,0.1354
g8001.t1,and ankyrin domain protein,1,945,1,4,0.2115
g8002.t1,protein kinase domain-containing protein,0,1152,0,0,0.0000
g8003.t1,stress responsive a b barrel domain protein,0,375,0,0,0.0000
g8004.t1,c6 transcription,25,3195,25,27,0.4222
g8005.t1,malate l-lactate,109,1092,109,140,6.4052
g8006.t1,glycoside hydrolase,0,2130,0,0,0.0000
g8007.t1,Not Available,0,1896,0,0,0.0000
g8008.t1,beta-galactosidase,5,1905,5,6,0.1574
g8009.t1,Not Available,0,561,0,0,0.0000
g801.t1,hypothetical protein THITE_2123382 [Thielavia terrestris NRRL 8126],57,969,57,88,4.5372
g8010.t1,meiotically up-regulated gene 190 protein,518,5622,518,948,8.4245
g8011.t1,bnr asp-box repeat protein,2,1317,2,2,0.0759
g8012.t1,Not Available,3,1563,3,12,0.3836
g8013.t1,Not Available,38,2127,38,69,1.6207
g8014.t1,mfs sugar,64,1482,64,104,3.5060
g8015.t1,glycoside hydrolase family 3 protein,6,2874,6,6,0.1043
g8016.t1,fad nad -binding domain-containing protein,1461,5475,1461,1841,16.7995
g8017.t1,Not Available,0,252,0,1,0.1983
g8018.t1,Not Available,26,1152,26,60,2.6021
g8019.t1,short-chain dehydrogenase,854,1095,854,961,43.8467
g802.t1,Not Available,4,1845,4,8,0.2166
g8020.t1,alpha beta hydrolase fold protein,206,1539,206,447,14.5110
g8021.t1,Not Available,0,771,0,5,0.3240
g8022.t1,pectinesterase precursor,21,1227,21,21,0.8551
g8023.t1,Not Available,38,573,38,38,3.3133
g8024.t1,major facilitator superfamily transporter,84,1677,84,84,2.5025
g8025.t1,starch binding domain-containing protein,74,1119,74,74,3.3039
g8026.t1,tpa: zn 2cys6 transcription factor,660,1632,660,660,20.2046
g8027.t1,glycoside hydrolase family 24 protein,180,573,180,180,15.6944
g8028.t1,allantoate permease,5,1545,5,5,0.1617
g8029.t1,sarcosine oxidase,12,1290,12,12,0.4647
g803.t1,hypothetical protein CH063_03406 [Colletotrichum higginsianum],28,1797,28,65,1.8071
g8030.t1,5-oxoprolinase,20,3993,20,34,0.4254
g8031.t1,Not Available,0,2169,0,2,0.0461
g8032.t1,hypothetical protein AN2003.2 [Aspergillus nidulans FGSC A4],521,1032,521,521,25.2223
g8033.t1,unnamed protein product [Aspergillus oryzae RIB40],9,420,9,9,1.0706
g8034.t1,pectate lyase b,142,999,142,220,11.0023
g8035.t1,Not Available,0,597,0,0,0.0000
g8036.t1,Not Available,0,702,0,1,0.0712
g8037.t1,hypothetical protein CH063_13290 [Colletotrichum higginsianum],15,1077,15,25,1.1597
g8038.t1,hypothetical protein FOXB_09488 [Fusarium oxysporum Fo5176],1,1008,1,1,0.0496
g8039.t1,Not Available,0,429,0,1,0.1165
g804.t1,Not Available,38,543,38,38,3.4963
g8040.t1,duf1115 domain protein,92,921,92,92,4.9906
g8041.t1,phytanoyl- dioxygenase family protein,190,1209,190,190,7.8515
g8042.t1,fungal cellulose binding domain-containing protein,0,471,0,0,0.0000
g8043.t1,Not Available,17,831,17,46,2.7656
g8044.t1,hypothetical protein GLRG_06525 [Glomerella graminicola M1.001],0,572,0,2,0.1747
g8045.t1,Not Available,25,636,25,25,1.9639
g8046.t1,Not Available,682,1500,682,724,24.1143
g8047.t1,f-box domain-containing protein,503,537,503,607,56.4731
g8048.t1,phd finger domain,341,2427,341,430,8.8517
g8049.t1,proteasome component y13,1710,3474,1710,3406,48.9826
g805.t1,c6 zinc finger domain containing protein,679,2574,679,1650,32.0260
g8050.t1,pap2 domain protein,1100,3882,1100,2030,26.1257
g8051.t1,ff domain-containing protein,577,2382,577,689,14.4512
g8052.t1,integral membrane protein,342,1902,342,496,13.0286
g8053.t1,translation initiation factor eif-2b subunit family protein,309,1872,309,459,12.2499
g8054.t1,Not Available,10,2724,10,15,0.2751
g8055.t1,l-ornithine 5-monooxygenase,1221,1647,1221,2012,61.0326
g8056.t1,non-ribosomal peptide synthetase,2162,15066,2162,3038,10.0744
g8057.t1,Not Available,0,957,0,1,0.0522
g8058.t1,Not Available,0,870,0,1,0.0574
g8059.t1,Not Available,4,3102,4,8,0.1288
g806.t1,Not Available,0,2022,0,2,0.0494
g8060.t1,hypothetical protein FG03545.1 [Gibberella zeae PH-1],22,3183,22,36,0.5651
g8061.t1,extracellular elastinolytic metalloproteinase,0,1926,0,0,0.0000
g8062.t1,Not Available,0,1182,0,0,0.0000
g8063.t1,hypothetical protein CH063_14794 [Colletotrichum higginsianum],19,519,19,19,1.8290
g8064.t1,Not Available,0,282,0,1,0.1772
g8065.t1,gcn5-related n-acetyltransferase,13,537,13,22,2.0468
g8066.t1,Not Available,4,378,4,5,0.6609
g8067.t1,hypothetical protein FOXB_07302 [Fusarium oxysporum Fo5176],54,1602,54,83,2.5885
g8068.t1,Not Available,0,387,0,0,0.0000
g8069.t1,Not Available,2,1614,2,2,0.0619
g807.t1,Not Available,297,477,297,297,31.1075
g8070.t1,methionine permease,87,1632,87,109,3.3368
g8071.t1,Not Available,0,936,0,0,0.0000
g8072.t1,hypothetical protein VDAG_10462 [Verticillium dahliae VdLs.17],28,909,28,36,1.9786
g8073.t1,methyltransferase domain-containing protein,579,1362,579,579,21.2387
g8074.t1,Not Available,1,711,1,1,0.0703
g8075.t1,Not Available,0,2016,0,1,0.0248
g8076.t1,Not Available,0,699,0,1,0.0715
g8077.t1,Not Available,0,546,0,0,0.0000
g8078.t1,pkd domain containing protein,12,1998,12,24,0.6001
g8079.t1,Not Available,0,456,0,0,0.0000
g808.t1,Not Available,0,966,0,0,0.0000
g8080.t1,Not Available,0,1290,0,1,0.0387
g8081.t1,protein,22,1221,22,25,1.0229
g8082.t1,Not Available,1,615,1,2,0.1625
g8083.t1,siderophore iron transporter mirb,1039,1788,1039,3294,92.0414
g8084.t1,Not Available,65,1761,65,209,5.9294
g8085.t1,hypothetical protein GLRG_00830 [Glomerella graminicola M1.001],86573,672,86573,178606,13278.6534
g8086.t1,Not Available,10681,594,10681,23510,1977.3951
g8087.t1,Not Available,799,1470,799,1688,57.3697
g8088.t1,serine threonine protein kinase-like protein,2398,1851,2398,4472,120.7043
g8089.t1,Not Available,85,1362,85,133,4.8787
g809.t1,gtpase-activating protein gyp5,599,2670,599,1208,22.6039
g8090.t1,hypothetical protein VDAG_05968 [Verticillium dahliae VdLs.17],22196,1311,22196,35589,1356.2519
g8091.t1,hypothetical protein FG01396.1 [Gibberella zeae PH-1],132,1479,132,297,10.0326
g8092.t1,c-4 methylsterol,52,1665,52,111,3.3307
g8093.t1,hypothetical protein SNOG_16330 [Phaeosphaeria nodorum SN15],40,549,40,40,3.6401
g8094.t1,hypothetical protein SNOG_16331 [Phaeosphaeria nodorum SN15],41,933,41,46,2.4632
g8095.t1,Not Available,31,687,31,35,2.5453
g8096.t1,Not Available,359,474,359,359,37.8393
g8097.t1,Not Available,0,417,0,3,0.3594
g8098.t1,nonsense-mediated mrna decay protein 1,1932,4689,1932,3794,40.4245
g8099.t1,Not Available,1,1410,1,4,0.1417
g81.t1,Not Available,16,2175,16,36,0.8269
g810.t1,Not Available,0,480,0,0,0.0000
g8100.t1,Not Available,0,987,0,0,0.0000
g8101.t1,Not Available,899,645,899,899,69.6349
g8102.t1,Not Available,2,834,2,2,0.1198
g8103.t1,protein,460,3312,460,767,11.5700
g8104.t1,Not Available,0,1128,0,2,0.0886
g8105.t1,and tpr domain-containing protein,6,420,6,19,2.2601
g8106.t1,1-phosphatidylinositol-3-phosphate 5-kinase fab1,2728,7449,2728,3478,23.3270
g8107.t1,Not Available,0,339,0,0,0.0000
g8108.t1,Not Available,0,639,0,0,0.0000
g8109.t1,Not Available,0,441,0,0,0.0000
g811.t1,e3 ubiquitin-protein ligase,6899,12363,6899,13598,54.9514
g8110.t1,Not Available,0,807,0,1,0.0619
g8111.t1,Not Available,0,939,0,0,0.0000
g8112.t1,vacuolar protein sorting-associated protein,823,1674,823,1913,57.0935
g8113.t1,mitochondrial inheritance component mdm12,290,2169,290,600,13.8203
g8114.t1,Not Available,41,1176,41,56,2.3791
g8115.t1,glycoside hydrolase family 62 protein,0,465,0,1,0.1074
g8116.t1,Not Available,0,252,0,0,0.0000
g8117.t1,rnase h domain containing protein,480,1674,480,480,14.3256
g8118.t1,domain protein,512,3591,512,876,12.1875
g8119.t1,Not Available,38,2160,38,88,2.0354
g812.t1,Not Available,0,816,0,0,0.0000
g8120.t1,protein kinase-like domain,7,777,7,7,0.4501
g8121.t1,class v,87,2730,87,140,2.5621
g8122.t1,hypothetical protein GLRG_00674 [Glomerella graminicola M1.001],279,6612,279,805,6.0826
g8123.t1,ribosome assembly protein,260,4482,260,892,9.9431
g8124.t1,Not Available,238,3765,238,1527,20.2629
g8125.t1,methionyl-trna synthetase,659,3816,659,4328,56.6639
g8126.t1,hypothetical protein CH063_02776 [Colletotrichum higginsianum],1566,2223,1566,2423,54.4554
g8127.t1,Not Available,0,600,0,0,0.0000
g8128.t1,Not Available,78,918,78,155,8.4356
g8129.t1,Not Available,90,2142,90,152,3.5453
g813.t1,Not Available,0,741,0,1,0.0674
g8130.t1,mitochondrial inner membrane protease subunit,348,867,348,470,27.0836
g8131.t1,eukaryotic translation initiation factor 2 subunit alpha,626,933,626,1394,74.6463
g8132.t1,mitotic checkpoint protein bub3,393,1038,393,629,30.2747
g8133.t1,Not Available,282,648,282,530,40.8628
g8134.t1,Not Available,82,1332,82,136,5.1011
g8135.t1,positive regulator of purine utilization,944,5496,944,1243,11.2993
g8136.t1,Not Available,23,1674,23,41,1.2236
g8137.t1,Not Available,4,390,4,4,0.5124
g8138.t1,Not Available,6,486,6,6,0.6168
g8139.t1,Not Available,6,822,6,6,0.3647
g814.t1,Not Available,0,1014,0,1,0.0493
g8140.t1,hypothetical protein TRIATDRAFT_31330 [Trichoderma atroviride IMI 206040],35,993,35,35,1.7609
g8141.t1,duf1014 domain protein,628,804,628,1807,112.2870
g8142.t1,Not Available,56,2355,56,116,2.4609
g8143.t1,ubiquitin-conjugating enzyme,68,903,68,104,5.7540
g8144.t1,ubiquitin-conjugating enzyme,51,1518,51,111,3.6532
g8145.t1,Not Available,3,537,3,12,1.1164
g8146.t1,protein msf1,67,561,67,319,28.4089
g8147.t1,methyltransferase domain-containing protein,2324,2079,2324,4720,113.4266
g8148.t1,protein,185,3435,185,403,5.8615
g8149.t1,mrna splicing factor rna helicase,158,2991,158,373,6.2305
g815.t1,Not Available,0,4929,0,3,0.0304
g8150.t1,Not Available,3,411,3,12,1.4587
g8151.t1,tpr domain protein,222,1689,222,433,12.8081
g8152.t1,Not Available,0,876,0,1,0.0570
g8153.t1,hypothetical protein SNOG_05846 [Phaeosphaeria nodorum SN15],0,1095,0,0,0.0000
g8154.t1,hypothetical protein TRIATDRAFT_88626 [Trichoderma atroviride IMI 206040],54,1851,54,116,3.1310
g8155.t1,Not Available,0,666,0,6,0.4501
g8156.t1,xylanase family 10,2,1149,2,2,0.0870
g8157.t1,Not Available,91,429,91,91,10.5977
g8158.t1,polyamine transporter tpo5,230,1587,230,447,14.0721
g8159.t1,Not Available,101,1221,101,247,10.1067
g816.t1,Not Available,622,747,622,1521,101.7269
g8160.t1,Not Available,3,435,3,3,0.3446
g8161.t1,hypothetical protein GLRG_10227 [Glomerella graminicola M1.001],270,837,270,505,30.1435
g8162.t1,Not Available,0,399,0,2,0.2504
g8163.t1,Not Available,2,273,2,6,1.0980
g8164.t1,Not Available,15,990,15,17,0.8579
g8165.t1,Not Available,294,1860,294,432,11.6037
g8166.t1,glycosyl transferase family protein,350,975,350,646,33.1021
g8167.t1,Not Available,2705,2382,2705,5057,106.0666
g8168.t1,glycoside hydrolase family 76 protein,2045,1383,2045,5013,181.0935
g8169.t1,zinc mynd-type domain containing protein,12,600,12,12,0.9992
g817.t1,40s ribosomal protein s8,1742,621,1742,4756,382.6287
g8170.t1,delta(24(24 ))-sterol reductase,192,1620,192,700,21.5879
g8171.t1,Not Available,9,1674,9,40,1.1938
g8172.t1,translin family protein,1010,1248,1010,1224,48.9998
g8173.t1,vacuolar atp synthase 16 kda proteolipid subunit,3255,1068,3255,4017,187.9134
g8174.t1,snrnp and snornp protein,1243,381,1243,1243,162.9947
g8175.t1,domain protein,270,3036,270,578,9.5116
g8176.t1,Not Available,1,2019,1,3,0.0742
g8177.t1,hypothetical protein MAA_05588 [Metarhizium anisopliae ARSEF 23],47,1134,47,154,6.7848
g8178.t1,Not Available,8,894,8,30,1.6765
g8179.t1,transketolase,2922,2046,2922,8148,198.9632
g818.t1,integral membrane,105,669,105,121,9.0362
g8180.t1,Not Available,39,2304,39,102,2.2118
g8181.t1,Not Available,128,1545,128,194,6.2734
g8182.t1,Not Available,26,714,26,26,1.8193
g8183.t1,Not Available,6,303,6,6,0.9893
g8184.t1,galactoside o-acetyltransferase,567,1857,567,570,15.3352
g8185.t1,gluconate 5-dehydrogenase,39,1920,39,52,1.3531
g8186.t1,copper amine oxidase,175,2013,175,203,5.0382
g8187.t1,mfs transporter,4,1551,4,4,0.1288
g8188.t1,acetolactate synthase,8,1800,8,8,0.2220
g8189.t1,d-lactate dehydrogenase,51,2946,51,72,1.2210
g819.t1,Not Available,0,306,0,0,0.0000
g8190.t1,Not Available,0,255,0,0,0.0000
g8191.t1,fungal specific transcription factor,436,2580,436,604,11.6962
g8192.t1,mfs transporter,2,1377,2,2,0.0726
g8193.t1,salicylaldehyde dehydrogenase,27,1539,27,27,0.8765
g8194.t1,hexose transporter,5,1578,5,8,0.2533
g8195.t1,Not Available,0,849,0,0,0.0000
g8196.t1,beta-glucosidase,33,2472,33,38,0.7680
g8197.t1,Not Available,0,405,0,2,0.2467
g8198.t1,amidase,9,1554,9,9,0.2893
g8199.t1,hypothetical protein MAA_08281 [Metarhizium anisopliae ARSEF 23],0,531,0,0,0.0000
g82.t1,high-affinity nicotinic acid transporter,508,2196,508,1098,24.9803
g820.t1,Not Available,1,336,1,1,0.1487
g8200.t1,cfem domain-containing protein,7,1299,7,10,0.3846
g8201.t1,Not Available,0,651,0,0,0.0000
g8202.t1,restculine oxidase,25,1959,25,72,1.8362
g8203.t1,Not Available,0,735,0,1,0.0680
g8204.t1,fad binding domain-containing protein,6,2610,6,14,0.2680
g8205.t1,mfs transporter,3,2748,3,7,0.1273
g8206.t1,polyketide synthase,13,10200,13,15,0.0735
g8207.t1,Not Available,0,810,0,0,0.0000
g8208.t1,Not Available,0,1482,0,0,0.0000
g8209.t1,rta1 domain,72,1734,72,72,2.0745
g821.t1,Not Available,1,702,1,1,0.0712
g8210.t1,oxidoreductase domain protein,0,1149,0,0,0.0000
g8211.t1,nad binding rossmann fold oxidoreductase,2,1128,2,2,0.0886
g8212.t1,like family protein,3,1365,3,3,0.1098
g8213.t1,Not Available,79,645,79,156,12.0835
g8214.t1,3-hydroxyphenylacetate 6 hydroxylase,1711,1584,1711,2306,72.7330
g8215.t1,major facilitator superfamily transporter,301,1380,301,416,15.0606
g8216.t1,Not Available,39,1026,39,76,3.7008
g8217.t1,hypothetical protein GLRG_10833 [Glomerella graminicola M1.001],493,2595,493,779,14.9978
g8218.t1,Not Available,0,1548,0,2,0.0645
g8219.t1,acetamidase,3395,1629,3395,4621,141.7236
g822.t1,leucine rich repeat domain containing protein,854,2802,854,1022,18.2226
g8220.t1,Not Available,4,960,4,5,0.2602
g8221.t1,hypothetical protein CHGG_09772 [Chaetomium globosum CBS 148.51],129,1098,129,174,7.9172
g8222.t1,hsp70 family chaperone,184,3504,184,216,3.0798
g8223.t1,Not Available,3,453,3,5,0.5514
g8224.t1,heterokaryon incompatibility,81,4599,81,92,0.9994
g8225.t1,Not Available,0,2019,0,2,0.0495
g8226.t1,uracil permease,122,2388,122,218,4.5609
g8227.t1,Not Available,0,723,0,3,0.2073
g8228.t1,xylosidase : arabinofuranosidase,3,1746,3,3,0.0858
g8229.t1,duf614 domain protein,0,456,0,0,0.0000
g823.t1,Not Available,1,1425,1,2,0.0701
g8230.t1,predicted protein [Chaetomium globosum CBS 148.51],4989,333,4989,4989,748.5082
g8231.t1,Not Available,27,1089,27,51,2.3398
g8232.t1,uv-endonuclease uve-1,303,2106,303,438,10.3907
g8233.t1,nitrogen regulatory protein otam,328,1902,328,362,9.5088
g8234.t1,Not Available,0,444,0,1,0.1125
g8235.t1,beta-fructosidases (levanase invertase),26,1581,26,34,1.0744
g8236.t1,Not Available,0,1068,0,1,0.0468
g8237.t1,sugar transporter,22,1572,22,36,1.1441
g8238.t1,Not Available,2,1335,2,6,0.2245
g8239.t1,hypothetical protein [Magnaporthe oryzae 70-15],0,1242,0,0,0.0000
g824.t1,Not Available,95,837,95,202,12.0574
g8240.t1,Not Available,6,1374,6,7,0.2545
g8241.t1,cap22 protein,3487,675,3487,5208,385.4734
g8242.t1,beta-,157,2934,157,157,2.6734
g8243.t1,gnat family,70,606,70,70,5.7710
g8244.t1,Not Available,275,477,275,689,72.1652
g8245.t1,Not Available,0,315,0,0,0.0000
g8246.t1,rhamnogalacturonate lyase,0,1023,0,0,0.0000
g8247.t1,rhamnogalacturonate lyase,0,885,0,0,0.0000
g8248.t1,predicted protein [Chaetomium globosum CBS 148.51],292,885,292,292,16.4842
g8249.t1,hypothetical protein THITE_2117102 [Thielavia terrestris NRRL 8126],1603,1038,1603,2329,112.0984
g825.t1,zinc finger protein odd-paired-like,376,1923,376,569,14.7829
g8250.t1,Not Available,1,561,1,2,0.1781
g8251.t1,integral membrane protein,216,1209,216,267,11.0335
g8252.t1,Not Available,0,570,0,0,0.0000
g8253.t1,Not Available,22,1506,22,38,1.2606
g8254.t1,o-methyltransferase,411,3246,411,533,8.2036
g8255.t1,gnat family,6,756,6,8,0.5287
g8256.t1,fad binding domain protein,18,1269,18,30,1.1811
g8257.t1,Not Available,0,705,0,3,0.2126
g8258.t1,Not Available,1,987,1,3,0.1519
g8259.t1,general substrate transporter,202,1464,202,397,13.5480
g826.t1,Not Available,70,1305,70,196,7.5037
g8260.t1,Not Available,37,1203,37,56,2.3257
g8261.t1,hypothetical protein FOXB_12345 [Fusarium oxysporum Fo5176],706,1854,706,990,26.6780
g8262.t1,alpha- -mannosyltransferase cmt1,1150,1374,1150,1326,48.2152
g8263.t1,Not Available,0,357,0,0,0.0000
g8264.t1,protein kinase-like domain,328,2010,328,382,9.4950
g8265.t1,serine protein kinase sky1,38,918,38,48,2.6123
g8266.t1,Not Available,17,1956,17,52,1.3282
g8267.t1,cell cycle inhibitor,525,2196,525,1210,27.5284
g8268.t1,Not Available,147,786,147,874,55.5541
g8269.t1,proteasome subunit beta type 7 precursor,523,822,523,2907,176.6853
g827.t1,translation initiation factor eif2b,663,1626,663,1748,53.7091
g8270.t1,nuclear pore complex subunit nup159,790,6468,790,2218,17.1324
g8271.t1,Not Available,0,792,0,1,0.0631
g8272.t1,Not Available,0,651,0,1,0.0767
g8273.t1,glycoside hydrolase family 37 protein,269,4044,269,981,12.1195
g8274.t1,threonine aldolase,3633,2733,3633,3921,71.6778
g8275.t1,hypothetical protein MAA_08918 [Metarhizium anisopliae ARSEF 23],3,840,3,3,0.1784
g8276.t1,Not Available,73,420,73,73,8.6836
g8277.t1,Not Available,3,309,3,3,0.4851
g8278.t1,adp-ribosylation factor family protein,1691,1836,1691,1691,46.0149
g8279.t1,Not Available,4,852,4,15,0.8796
g828.t1,glycosyl hydrolase family 7,26,1344,26,45,1.6728
g8280.t1,dna-directed rna polymerase i 135 kda polypeptide,431,6096,431,938,7.6875
g8281.t1,Not Available,0,1230,0,1,0.0406
g8282.t1,Not Available,5,1356,5,17,0.6263
g8283.t1,small nuclear ribonucleoprotein sm d1,654,573,654,740,64.5215
g8284.t1,n -glutamine methyltransferase mtq2,164,1167,164,181,7.7488
g8285.t1,nonselective cation channel,659,2199,659,791,17.9713
g8286.t1,Not Available,28,780,28,46,2.9464
g8287.t1,f-box domain protein,304,1614,304,326,10.0912
g8288.t1,acyl- dehydrogenase family member 11,1478,1725,1478,1584,45.8768
g8289.t1,ccaat-binding transcription factor subunit b,1310,921,1310,1310,71.0622
g829.t1,Not Available,0,486,0,3,0.3084
g8290.t1,Not Available,44,864,44,63,3.6430
g8291.t1,Not Available,59,894,59,79,4.4149
g8292.t1,Not Available,51,732,51,51,3.4809
g8293.t1,protein,1940,2256,1940,3649,80.8094
g8294.t1,Not Available,0,408,0,9,1.1021
g8295.t1,Not Available,205,1995,205,382,9.5664
g8296.t1,coiled-coil domain-containing protein mtmr15,118,2487,118,189,3.7968
g8297.t1,compass complex subunit,955,2190,955,1517,34.6074
g8298.t1,40s ribosomal protein s13,2435,456,2435,4341,475.6113
g8299.t1,splicing factor u2af large subunit,981,1653,981,1501,45.3665
g83.t1,ser thr protein phosphatase family,45,1080,45,52,2.4055
g830.t1,Not Available,1,585,1,2,0.1708
g8300.t1,n-glycosylase dna lyase,154,1257,154,296,11.7648
g8301.t1,Not Available,141,3798,141,307,4.0384
g8302.t1,u2 snrnp component prp10,921,3642,921,1890,25.9268
g8303.t1,Not Available,2,315,2,2,0.3172
g8304.t1,Not Available,578,444,578,670,75.3909
g8305.t1,c2h2 finger domain containing protein,4403,1086,4403,4714,216.8638
g8306.t1,Not Available,63,365,63,63,8.6233
g8307.t1,ankyrin repeat-containing protein,32,1377,32,43,1.5601
g8308.t1,Not Available,45,2535,45,105,2.0694
g8309.t1,endo-beta- -xylanase,26,1083,26,93,4.2902
g831.t1,Not Available,59,2406,59,217,4.5060
g8310.t1,Not Available,6,1650,6,10,0.3028
g8311.t1,glycosyl hydrolase family 7,0,1353,0,0,0.0000
g8312.t1,Not Available,4,702,4,4,0.2847
g8313.t1,Not Available,0,729,0,2,0.1371
g8314.t1,Not Available,0,927,0,1,0.0539
g8315.t1,hypothetical protein VDAG_08190 [Verticillium dahliae VdLs.17],8,1020,8,13,0.6368
g8316.t1,Not Available,0,276,0,0,0.0000
g8317.t1,extracellular cellulase,0,420,0,0,0.0000
g8318.t1,related to hemolysin,246,408,246,319,39.0623
g8319.t1,Not Available,129,1371,129,192,6.9967
g832.t1,rnapii degradation factor def1,1244,2766,1244,4235,76.4942
g8320.t1,formate dehydrogenase,16475,1092,16475,25983,1188.7593
g8321.t1,Not Available,0,516,0,1,0.0968
g8322.t1,Not Available,0,642,0,1,0.0778
g8323.t1,hypothetical protein MGG_05551 [Magnaporthe oryzae 70-15],122,1623,122,214,6.5875
g8324.t1,Not Available,0,771,0,2,0.1296
g8325.t1,plasma membrane calcium-transporting atpase,344,3672,344,575,7.8233
g8326.t1,Not Available,1,903,1,3,0.1660
g8327.t1,Not Available,10,1551,10,22,0.7087
g8328.t1,Not Available,0,900,0,0,0.0000
g8329.t1,secreted protein,0,642,0,0,0.0000
g833.t1,Not Available,170,1437,170,562,19.5392
g8330.t1,Not Available,30,489,30,40,4.0868
g8331.t1,dimethyladenosine transferase,371,1161,371,525,22.5920
g8332.t1,pq loop repeat protein,286,1944,286,333,8.5581
g8333.t1,glycoside hydrolase family 61 protein,7,1005,7,11,0.5468
g8334.t1,Not Available,0,585,0,0,0.0000
g8335.t1,pyroglutamyl peptidase type,726,678,726,726,53.4976
g8336.t1,duf567 domain protein,4566,609,4566,6437,528.0724
g8337.t1,mfs multidrug transporter,714,2070,714,828,19.9842
g8338.t1,monooxygenase moxc,0,441,0,0,0.0000
g8339.t1,Not Available,0,690,0,1,0.0724
g834.t1,hypothetical protein GLRG_06425 [Glomerella graminicola M1.001],349,1266,349,1384,54.6172
g8340.t1,glycerate kinase,2,1245,2,2,0.0803
g8341.t1,Not Available,1,318,1,1,0.1571
g8342.t1,Not Available,0,342,0,0,0.0000
g8343.t1,fatty acid desaturase,38,1752,38,63,1.7965
g8344.t1,Not Available,0,1122,0,1,0.0445
g8345.t1,Not Available,5,1716,5,15,0.4367
g8346.t1,short chain dehydrogenase family protein,52,756,52,186,12.2919
g8347.t1,dihydrodipicolinate synthetase family protein,285,972,285,497,25.5457
g8348.t1,galactonate dehydratase,111,1146,111,133,5.7982
g8349.t1,hypothetical protein GLRG_02416 [Glomerella graminicola M1.001],591,3711,591,1653,22.2541
